1	2025-02-14 19:37:00	1	1	1	0
2	2025-02-14 10:56:00	1	0	1	0
3	2025-02-14 09:28:00	1	0	2	0
3	2025-02-14 19:57:00	1	1	1	1
5	2025-02-14 08:40:00	1	0	2	1
5	2025-02-14 19:25:00	1	1	1	1
2	2025-02-15 10:42:00	1	0	2	1
2	2025-02-15 17:13:00	1	1	1	0
3	2025-02-15 10:06:00	1	0	2	1
4	2025-02-15 08:12:00	1	0	1	1
5	2025-02-15 09:05:00	1	0	2	1
5	2025-02-15 18:53:00	1	1	2	0
3	2025-02-16 10:13:00	1	0	2	0
3	2025-02-16 17:28:00	1	1	2	1
4	2025-02-16 08:20:00	1	0	2	1
4	2025-02-16 19:08:00	1	1	1	1
2	2025-02-17 08:57:00	1	0	1	1
2	2025-02-17 19:03:00	1	1	2	0
4	2025-02-17 18:18:00	1	1	2	1
5	2025-02-17 08:54:00	1	0	1	0
5	2025-02-17 17:05:00	1	1	1	0
2	2025-02-18 19:33:00	1	1	2	0
3	2025-02-18 09:42:00	1	0	1	0
4	2025-02-18 10:23:00	1	0	2	1
4	2025-02-18 19:56:00	1	1	2	1
5	2025-02-18 08:33:00	1	0	2	1
1	2025-02-19 08:31:00	1	0	1	0
1	2025-02-19 19:58:00	1	1	1	0
2	2025-02-19 17:11:00	1	1	2	0
3	2025-02-19 17:16:00	1	1	2	1
4	2025-02-19 10:15:00	1	0	2	0
4	2025-02-19 17:01:00	1	1	2	0
5	2025-02-19 08:07:00	1	0	2	1
5	2025-02-19 19:59:00	1	1	2	0
1	2025-02-20 09:48:00	1	0	1	1
1	2025-02-20 17:39:00	1	1	2	1
2	2025-02-20 09:47:00	1	0	2	1
2	2025-02-20 17:53:00	1	1	1	0
3	2025-02-20 08:43:00	1	0	2	1
4	2025-02-20 18:32:00	1	1	2	0
5	2025-02-20 08:36:00	1	0	2	0
1	2025-02-21 09:16:00	1	0	2	1
3	2025-02-21 10:23:00	1	0	2	1
3	2025-02-21 17:53:00	1	1	2	0
4	2025-02-21 09:30:00	1	0	1	1
4	2025-02-21 19:27:00	1	1	1	0
5	2025-02-21 09:33:00	1	0	1	0
5	2025-02-21 19:23:00	1	1	1	1
1	2025-02-22 10:01:00	1	0	2	0
3	2025-02-22 10:01:00	1	0	2	1
4	2025-02-22 09:02:00	1	0	2	1
4	2025-02-22 17:30:00	1	1	1	1
1	2025-02-23 19:20:00	1	1	2	0
2	2025-02-23 08:43:00	1	0	2	1
3	2025-02-23 10:47:00	1	0	2	0
3	2025-02-23 17:24:00	1	1	2	1
4	2025-02-23 10:38:00	1	0	2	0
5	2025-02-23 10:08:00	1	0	1	0
1	2025-02-24 09:14:00	1	0	2	1
2	2025-02-24 10:53:00	1	0	2	1
2	2025-02-24 17:26:00	1	1	2	0
4	2025-02-24 09:20:00	1	0	2	0
4	2025-02-24 17:41:00	1	1	2	1
5	2025-02-24 19:50:00	1	1	2	1
1	2025-02-25 18:26:00	1	1	1	0
4	2025-02-25 18:11:00	1	1	1	1
5	2025-02-25 17:14:00	1	1	2	1
1	2025-02-26 09:19:00	1	0	1	0
3	2025-02-26 19:15:00	1	1	1	1
4	2025-02-26 08:43:00	1	0	1	1
2	2025-02-27 08:06:00	1	0	2	1
2	2025-02-27 18:36:00	1	1	1	0
3	2025-02-27 17:30:00	1	1	2	0
4	2025-02-27 08:24:00	1	0	2	1
2	2025-02-28 17:29:00	1	1	1	0
4	2025-02-28 17:30:00	1	1	2	0
5	2025-02-28 19:36:00	1	1	2	0
